time,precip_rate,potential_evapotranspiration,TMP_2maboveground
8/25/2016 8:00,0.177441667,0.007327209,301.3962222
8/25/2016 9:00,0.177441667,0.007327209,301.3962222
8/25/2016 10:00,0.177441667,0.007327209,301.3962222
8/25/2016 11:00,0.177441667,0.007327209,301.3962222
8/25/2016 12:00,0.177441667,0.007327209,301.3962222
8/25/2016 13:00,0.177441667,0.007327209,301.3962222
8/25/2016 14:00,0.177441667,0.007327209,301.3962222
8/25/2016 15:00,0.177441667,0.007327209,301.3962222
8/25/2016 16:00,0.177441667,0.007327209,301.3962222
8/25/2016 17:00,0.177441667,0.007327209,301.3962222
8/25/2016 18:00,0.177441667,0.007327209,301.3962222
8/25/2016 19:00,0.177441667,0.007327209,301.3962222
8/25/2016 20:00,0.177441667,0.007327209,301.3962222
8/25/2016 21:00,0.177441667,0.007327209,301.3962222
8/25/2016 22:00,0.177441667,0.007327209,301.3962222
8/25/2016 23:00,0.177441667,0.007327209,301.3962222
8/26/2016 0:00,0.424875,0.007327209,299.3773889
8/26/2016 1:00,0.424875,0.007327209,299.3773889
8/26/2016 2:00,0.424875,0.007327209,299.3773889
8/26/2016 3:00,0.424875,0.007327209,299.3773889
8/26/2016 4:00,0.424875,0.007327209,299.3773889
8/26/2016 5:00,0.424875,0.007327209,299.3773889
8/26/2016 6:00,0.424875,0.007327209,299.3773889
8/26/2016 7:00,0.424875,0.007327209,299.3773889
8/26/2016 8:00,0.424875,0.007327209,299.3773889
8/26/2016 9:00,0.424875,0.007327209,299.3773889
8/26/2016 10:00,0.424875,0.007327209,299.3773889
8/26/2016 11:00,0.424875,0.007327209,299.3773889
8/26/2016 12:00,0.424875,0.007327209,299.3773889
8/26/2016 13:00,0.424875,0.007327209,299.3773889
8/26/2016 14:00,0.424875,0.007327209,299.3773889
8/26/2016 15:00,0.424875,0.007327209,299.3773889
8/26/2016 16:00,0.424875,0.007327209,299.3773889
8/26/2016 17:00,0.424875,0.007327209,299.3773889
8/26/2016 18:00,0.424875,0.007327209,299.3773889
8/26/2016 19:00,0.424875,0.007327209,299.3773889
8/26/2016 20:00,0.424875,0.007327209,299.3773889
8/26/2016 21:00,0.424875,0.007327209,299.3773889
8/26/2016 22:00,0.424875,0.007327209,299.3773889
8/26/2016 23:00,0.424875,0.007327209,299.3773889
8/27/2016 0:00,0.111145833,0.007327209,297.8663889
8/27/2016 1:00,0.111145833,0.007327209,297.8663889
8/27/2016 2:00,0.111145833,0.007327209,297.8663889
8/27/2016 3:00,0.111145833,0.007327209,297.8663889
8/27/2016 4:00,0.111145833,0.007327209,297.8663889
8/27/2016 5:00,0.111145833,0.007327209,297.8663889
8/27/2016 6:00,0.111145833,0.007327209,297.8663889
8/27/2016 7:00,0.111145833,0.007327209,297.8663889
8/27/2016 8:00,0.111145833,0.007327209,297.8663889
8/27/2016 9:00,0.111145833,0.007327209,297.8663889
8/27/2016 10:00,0.111145833,0.007327209,297.8663889
8/27/2016 11:00,0.111145833,0.007327209,297.8663889
8/27/2016 12:00,0.111145833,0.007327209,297.8663889
8/27/2016 13:00,0.111145833,0.007327209,297.8663889
8/27/2016 14:00,0.111145833,0.007327209,297.8663889
8/27/2016 15:00,0.111145833,0.007327209,297.8663889
8/27/2016 16:00,0.111145833,0.007327209,297.8663889
8/27/2016 17:00,0.111145833,0.007327209,297.8663889
8/27/2016 18:00,0.111145833,0.007327209,297.8663889
8/27/2016 19:00,0.111145833,0.007327209,297.8663889
8/27/2016 20:00,0.111145833,0.007327209,297.8663889
8/27/2016 21:00,0.111145833,0.007327209,297.8663889
8/27/2016 22:00,0.111145833,0.007327209,297.8663889
8/27/2016 23:00,0.111145833,0.007327209,297.8663889
8/28/2016 0:00,0.1983125,0.007327209,297.5491111
8/28/2016 1:00,0.1983125,0.007327209,297.5491111
8/28/2016 2:00,0.1983125,0.007327209,297.5491111
8/28/2016 3:00,0.1983125,0.007327209,297.5491111
8/28/2016 4:00,0.1983125,0.007327209,297.5491111
8/28/2016 5:00,0.1983125,0.007327209,297.5491111
8/28/2016 6:00,0.1983125,0.007327209,297.5491111
8/28/2016 7:00,0.1983125,0.007327209,297.5491111
8/28/2016 8:00,0.1983125,0.007327209,297.5491111
8/28/2016 9:00,0.1983125,0.007327209,297.5491111
8/28/2016 10:00,0.1983125,0.007327209,297.5491111
8/28/2016 11:00,0.1983125,0.007327209,297.5491111
8/28/2016 12:00,0.1983125,0.007327209,297.5491111
8/28/2016 13:00,0.1983125,0.007327209,297.5491111
8/28/2016 14:00,0.1983125,0.007327209,297.5491111
8/28/2016 15:00,0.1983125,0.007327209,297.5491111
8/28/2016 16:00,0.1983125,0.007327209,297.5491111
8/28/2016 17:00,0.1983125,0.007327209,297.5491111
8/28/2016 18:00,0.1983125,0.007327209,297.5491111
8/28/2016 19:00,0.1983125,0.007327209,297.5491111
8/28/2016 20:00,0.1983125,0.007327209,297.5491111
8/28/2016 21:00,0.1983125,0.007327209,297.5491111
8/28/2016 22:00,0.1983125,0.007327209,297.5491111
8/28/2016 23:00,0.1983125,0.007327209,297.5491111
8/29/2016 0:00,0.252120833,0.007327209,296.7408889
8/29/2016 1:00,0.252120833,0.007327209,296.7408889
8/29/2016 2:00,0.252120833,0.007327209,296.7408889
8/29/2016 3:00,0.252120833,0.007327209,296.7408889
8/29/2016 4:00,0.252120833,0.007327209,296.7408889
8/29/2016 5:00,0.252120833,0.007327209,296.7408889
8/29/2016 6:00,0.252120833,0.007327209,296.7408889
8/29/2016 7:00,0.252120833,0.007327209,296.7408889
8/29/2016 8:00,0.252120833,0.007327209,296.7408889
8/29/2016 9:00,0.252120833,0.007327209,296.7408889
8/29/2016 10:00,0.252120833,0.007327209,296.7408889
8/29/2016 11:00,0.252120833,0.007327209,296.7408889
8/29/2016 12:00,0.252120833,0.007327209,296.7408889
8/29/2016 13:00,0.252120833,0.007327209,296.7408889
8/29/2016 14:00,0.252120833,0.007327209,296.7408889
8/29/2016 15:00,0.252120833,0.007327209,296.7408889
8/29/2016 16:00,0.252120833,0.007327209,296.7408889
8/29/2016 17:00,0.252120833,0.007327209,296.7408889
8/29/2016 18:00,0.252120833,0.007327209,296.7408889
8/29/2016 19:00,0.252120833,0.007327209,296.7408889
8/29/2016 20:00,0.252120833,0.007327209,296.7408889
8/29/2016 21:00,0.252120833,0.007327209,296.7408889
8/29/2016 22:00,0.252120833,0.007327209,296.7408889
8/29/2016 23:00,0.252120833,0.007327209,296.7408889
8/30/2016 0:00,0.109804167,0.007327209,295.5157222
8/30/2016 1:00,0.109804167,0.007327209,295.5157222
8/30/2016 2:00,0.109804167,0.007327209,295.5157222
8/30/2016 3:00,0.109804167,0.007327209,295.5157222
8/30/2016 4:00,0.109804167,0.007327209,295.5157222
8/30/2016 5:00,0.109804167,0.007327209,295.5157222
8/30/2016 6:00,0.109804167,0.007327209,295.5157222
8/30/2016 7:00,0.109804167,0.007327209,295.5157222
8/30/2016 8:00,0.109804167,0.007327209,295.5157222
8/30/2016 9:00,0.109804167,0.007327209,295.5157222
8/30/2016 10:00,0.109804167,0.007327209,295.5157222
8/30/2016 11:00,0.109804167,0.007327209,295.5157222
8/30/2016 12:00,0.109804167,0.007327209,295.5157222
8/30/2016 13:00,0.109804167,0.007327209,295.5157222
8/30/2016 14:00,0.109804167,0.007327209,295.5157222
8/30/2016 15:00,0.109804167,0.007327209,295.5157222
8/30/2016 16:00,0.109804167,0.007327209,295.5157222
8/30/2016 17:00,0.109804167,0.007327209,295.5157222
8/30/2016 18:00,0.109804167,0.007327209,295.5157222
8/30/2016 19:00,0.109804167,0.007327209,295.5157222
8/30/2016 20:00,0.109804167,0.007327209,295.5157222
8/30/2016 21:00,0.109804167,0.007327209,295.5157222
8/30/2016 22:00,0.109804167,0.007327209,295.5157222
8/30/2016 23:00,0.109804167,0.007327209,295.5157222
8/31/2016 0:00,0.062254167,0.007327209,295.9713889
8/31/2016 1:00,0.062254167,0.007327209,295.9713889
8/31/2016 2:00,0.062254167,0.007327209,295.9713889
8/31/2016 3:00,0.062254167,0.007327209,295.9713889
8/31/2016 4:00,0.062254167,0.007327209,295.9713889
8/31/2016 5:00,0.062254167,0.007327209,295.9713889
8/31/2016 6:00,0.062254167,0.007327209,295.9713889
8/31/2016 7:00,0.062254167,0.007327209,295.9713889
8/31/2016 8:00,0.062254167,0.007327209,295.9713889
8/31/2016 9:00,0.062254167,0.007327209,295.9713889
8/31/2016 10:00,0.062254167,0.007327209,295.9713889
8/31/2016 11:00,0.062254167,0.007327209,295.9713889
8/31/2016 12:00,0.062254167,0.007327209,295.9713889
8/31/2016 13:00,0.062254167,0.007327209,295.9713889
8/31/2016 14:00,0.062254167,0.007327209,295.9713889
8/31/2016 15:00,0.062254167,0.007327209,295.9713889
8/31/2016 16:00,0.062254167,0.007327209,295.9713889
8/31/2016 17:00,0.062254167,0.007327209,295.9713889
8/31/2016 18:00,0.062254167,0.007327209,295.9713889
8/31/2016 19:00,0.062254167,0.007327209,295.9713889
8/31/2016 20:00,0.062254167,0.007327209,295.9713889
8/31/2016 21:00,0.062254167,0.007327209,295.9713889
8/31/2016 22:00,0.062254167,0.007327209,295.9713889
8/31/2016 23:00,0.062254167,0.007327209,295.9713889
9/1/2016 0:00,4.17E-06,0.004866579,298.7083889
9/1/2016 1:00,4.17E-06,0.004866579,298.7083889
9/1/2016 2:00,4.17E-06,0.004866579,298.7083889
9/1/2016 3:00,4.17E-06,0.004866579,298.7083889
9/1/2016 4:00,4.17E-06,0.004866579,298.7083889
9/1/2016 5:00,4.17E-06,0.004866579,298.7083889
9/1/2016 6:00,4.17E-06,0.004866579,298.7083889
9/1/2016 7:00,4.17E-06,0.004866579,298.7083889
9/1/2016 8:00,4.17E-06,0.004866579,298.7083889
9/1/2016 9:00,4.17E-06,0.004866579,298.7083889
9/1/2016 10:00,4.17E-06,0.004866579,298.7083889
9/1/2016 11:00,4.17E-06,0.004866579,298.7083889
9/1/2016 12:00,4.17E-06,0.004866579,298.7083889
9/1/2016 13:00,4.17E-06,0.004866579,298.7083889
9/1/2016 14:00,4.17E-06,0.004866579,298.7083889
9/1/2016 15:00,4.17E-06,0.004866579,298.7083889
9/1/2016 16:00,4.17E-06,0.004866579,298.7083889
9/1/2016 17:00,4.17E-06,0.004866579,298.7083889
9/1/2016 18:00,4.17E-06,0.004866579,298.7083889
9/1/2016 19:00,4.17E-06,0.004866579,298.7083889
9/1/2016 20:00,4.17E-06,0.004866579,298.7083889
9/1/2016 21:00,4.17E-06,0.004866579,298.7083889
9/1/2016 22:00,4.17E-06,0.004866579,298.7083889
9/1/2016 23:00,4.17E-06,0.004866579,298.7083889
9/2/2016 0:00,0.006104167,0.004866579,298.7083889
9/2/2016 1:00,0.006104167,0.004866579,298.7083889
9/2/2016 2:00,0.006104167,0.004866579,298.7083889
9/2/2016 3:00,0.006104167,0.004866579,298.7083889
9/2/2016 4:00,0.006104167,0.004866579,298.7083889
9/2/2016 5:00,0.006104167,0.004866579,298.7083889
9/2/2016 6:00,0.006104167,0.004866579,298.7083889
9/2/2016 7:00,0.006104167,0.004866579,298.7083889
9/2/2016 8:00,0.006104167,0.004866579,298.7083889
9/2/2016 9:00,0.006104167,0.004866579,298.7083889
9/2/2016 10:00,0.006104167,0.004866579,298.7083889
9/2/2016 11:00,0.006104167,0.004866579,298.7083889
9/2/2016 12:00,0.006104167,0.004866579,298.7083889
9/2/2016 13:00,0.006104167,0.004866579,298.7083889
9/2/2016 14:00,0.006104167,0.004866579,298.7083889
9/2/2016 15:00,0.006104167,0.004866579,298.7083889
9/2/2016 16:00,0.006104167,0.004866579,298.7083889
9/2/2016 17:00,0.006104167,0.004866579,298.7083889
9/2/2016 18:00,0.006104167,0.004866579,298.7083889
9/2/2016 19:00,0.006104167,0.004866579,298.7083889
9/2/2016 20:00,0.006104167,0.004866579,298.7083889
9/2/2016 21:00,0.006104167,0.004866579,298.7083889
9/2/2016 22:00,0.006104167,0.004866579,298.7083889
9/2/2016 23:00,0.006104167,0.004866579,298.7083889
9/3/2016 0:00,0,0.004866579,298.7083889
9/3/2016 1:00,0,0.004866579,298.7083889
9/3/2016 2:00,0,0.004866579,298.7083889
9/3/2016 3:00,0,0.004866579,298.7083889
9/3/2016 4:00,0,0.004866579,298.7083889
9/3/2016 5:00,0,0.004866579,298.7083889
9/3/2016 6:00,0,0.004866579,298.7083889
9/3/2016 7:00,0,0.004866579,298.7083889
9/3/2016 8:00,0,0.004866579,298.7083889
9/3/2016 9:00,0,0.004866579,298.7083889
9/3/2016 10:00,0,0.004866579,298.7083889
9/3/2016 11:00,0,0.004866579,298.7083889
9/3/2016 12:00,0,0.004866579,298.7083889
9/3/2016 13:00,0,0.004866579,298.7083889
9/3/2016 14:00,0,0.004866579,298.7083889
9/3/2016 15:00,0,0.004866579,298.7083889
9/3/2016 16:00,0,0.004866579,298.7083889
9/3/2016 17:00,0,0.004866579,298.7083889
9/3/2016 18:00,0,0.004866579,298.7083889
9/3/2016 19:00,0,0.004866579,298.7083889
9/3/2016 20:00,0,0.004866579,298.7083889
9/3/2016 21:00,0,0.004866579,298.7083889
9/3/2016 22:00,0,0.004866579,298.7083889
9/3/2016 23:00,0,0.004866579,298.7083889
9/4/2016 0:00,0.081570833,0.004866579,298.7083889
9/4/2016 1:00,0.081570833,0.004866579,298.7083889
9/4/2016 2:00,0.081570833,0.004866579,298.7083889
9/4/2016 3:00,0.081570833,0.004866579,298.7083889
9/4/2016 4:00,0.081570833,0.004866579,298.7083889
9/4/2016 5:00,0.081570833,0.004866579,298.7083889
9/4/2016 6:00,0.081570833,0.004866579,298.7083889
9/4/2016 7:00,0.081570833,0.004866579,298.7083889
9/4/2016 8:00,0.081570833,0.004866579,298.7083889
9/4/2016 9:00,0.081570833,0.004866579,298.7083889
9/4/2016 10:00,0.081570833,0.004866579,298.7083889
9/4/2016 11:00,0.081570833,0.004866579,298.7083889
9/4/2016 12:00,0.081570833,0.004866579,298.7083889
9/4/2016 13:00,0.081570833,0.004866579,298.7083889
9/4/2016 14:00,0.081570833,0.004866579,298.7083889
9/4/2016 15:00,0.081570833,0.004866579,298.7083889
9/4/2016 16:00,0.081570833,0.004866579,298.7083889
9/4/2016 17:00,0.081570833,0.004866579,298.7083889
9/4/2016 18:00,0.081570833,0.004866579,298.7083889
9/4/2016 19:00,0.081570833,0.004866579,298.7083889
9/4/2016 20:00,0.081570833,0.004866579,298.7083889
9/4/2016 21:00,0.081570833,0.004866579,298.7083889
9/4/2016 22:00,0.081570833,0.004866579,298.7083889
9/4/2016 23:00,0.081570833,0.004866579,298.7083889
9/5/2016 0:00,0.118941667,0.004866579,298.7083889
9/5/2016 1:00,0.118941667,0.004866579,298.7083889
9/5/2016 2:00,0.118941667,0.004866579,298.7083889
9/5/2016 3:00,0.118941667,0.004866579,298.7083889
9/5/2016 4:00,0.118941667,0.004866579,298.7083889
9/5/2016 5:00,0.118941667,0.004866579,298.7083889
9/5/2016 6:00,0.118941667,0.004866579,298.7083889
9/5/2016 7:00,0.118941667,0.004866579,298.7083889
9/5/2016 8:00,0.118941667,0.004866579,298.7083889
9/5/2016 9:00,0.118941667,0.004866579,298.7083889
9/5/2016 10:00,0.118941667,0.004866579,298.7083889
9/5/2016 11:00,0.118941667,0.004866579,298.7083889
9/5/2016 12:00,0.118941667,0.004866579,298.7083889
9/5/2016 13:00,0.118941667,0.004866579,298.7083889
9/5/2016 14:00,0.118941667,0.004866579,298.7083889
9/5/2016 15:00,0.118941667,0.004866579,298.7083889
9/5/2016 16:00,0.118941667,0.004866579,298.7083889
9/5/2016 17:00,0.118941667,0.004866579,298.7083889
9/5/2016 18:00,0.118941667,0.004866579,298.7083889
9/5/2016 19:00,0.118941667,0.004866579,298.7083889
9/5/2016 20:00,0.118941667,0.004866579,298.7083889
9/5/2016 21:00,0.118941667,0.004866579,298.7083889
9/5/2016 22:00,0.118941667,0.004866579,298.7083889
9/5/2016 23:00,0.118941667,0.004866579,298.7083889
9/6/2016 0:00,0,0.004866579,298.7083889
9/6/2016 1:00,0,0.004866579,298.7083889
9/6/2016 2:00,0,0.004866579,298.7083889
9/6/2016 3:00,0,0.004866579,298.7083889
9/6/2016 4:00,0,0.004866579,298.7083889
9/6/2016 5:00,0,0.004866579,298.7083889
9/6/2016 6:00,0,0.004866579,298.7083889
9/6/2016 7:00,0,0.004866579,298.7083889
9/6/2016 8:00,0,0.004866579,298.7083889
9/6/2016 9:00,0,0.004866579,298.7083889
9/6/2016 10:00,0,0.004866579,298.7083889
9/6/2016 11:00,0,0.004866579,298.7083889
9/6/2016 12:00,0,0.004866579,298.7083889
9/6/2016 13:00,0,0.004866579,298.7083889
9/6/2016 14:00,0,0.004866579,298.7083889
9/6/2016 15:00,0,0.004866579,298.7083889
9/6/2016 16:00,0,0.004866579,#N/A
9/6/2016 17:00,0,0.004866579,#N/A
9/6/2016 18:00,0,0.004866579,#N/A
9/6/2016 19:00,0,0.004866579,#N/A
9/6/2016 20:00,0,0.004866579,#N/A
9/6/2016 21:00,0,0.004866579,#N/A
9/6/2016 22:00,0,0.004866579,#N/A
9/6/2016 23:00,0,0.004866579,#N/A
9/7/2016 0:00,0.0001,0.004866579,#N/A
9/7/2016 1:00,0.0001,0.004866579,#N/A
9/7/2016 2:00,0.0001,0.004866579,#N/A
9/7/2016 3:00,0.0001,0.004866579,#N/A
9/7/2016 4:00,0.0001,0.004866579,#N/A
9/7/2016 5:00,0.0001,0.004866579,#N/A
9/7/2016 6:00,0.0001,0.004866579,#N/A
9/7/2016 7:00,0.0001,0.004866579,#N/A
9/7/2016 8:00,0.0001,0.004866579,#N/A
9/7/2016 9:00,0.0001,0.004866579,#N/A
9/7/2016 10:00,0.0001,0.004866579,#N/A
9/7/2016 11:00,0.0001,0.004866579,#N/A
9/7/2016 12:00,0.0001,0.004866579,#N/A
9/7/2016 13:00,0.0001,0.004866579,#N/A
9/7/2016 14:00,0.0001,0.004866579,#N/A
9/7/2016 15:00,0.0001,0.004866579,#N/A
9/7/2016 16:00,0.0001,0.004866579,#N/A
9/7/2016 17:00,0.0001,0.004866579,#N/A
9/7/2016 18:00,0.0001,0.004866579,#N/A
9/7/2016 19:00,0.0001,0.004866579,#N/A
9/7/2016 20:00,0.0001,0.004866579,#N/A
9/7/2016 21:00,0.0001,0.004866579,#N/A
9/7/2016 22:00,0.0001,0.004866579,#N/A
9/7/2016 23:00,0.0001,0.004866579,#N/A
9/8/2016 0:00,0.017920833,0.004866579,#N/A
9/8/2016 1:00,0.017920833,0.004866579,#N/A
9/8/2016 2:00,0.017920833,0.004866579,#N/A
9/8/2016 3:00,0.017920833,0.004866579,#N/A
9/8/2016 4:00,0.017920833,0.004866579,#N/A
9/8/2016 5:00,0.017920833,0.004866579,#N/A
9/8/2016 6:00,0.017920833,0.004866579,#N/A
9/8/2016 7:00,0.017920833,0.004866579,#N/A
9/8/2016 8:00,0.017920833,0.004866579,#N/A
9/8/2016 9:00,0.017920833,0.004866579,#N/A
9/8/2016 10:00,0.017920833,0.004866579,#N/A
9/8/2016 11:00,0.017920833,0.004866579,#N/A
9/8/2016 12:00,0.017920833,0.004866579,#N/A
9/8/2016 13:00,0.017920833,0.004866579,#N/A
9/8/2016 14:00,0.017920833,0.004866579,#N/A
9/8/2016 15:00,0.017920833,0.004866579,#N/A
9/8/2016 16:00,0.017920833,0.004866579,#N/A
9/8/2016 17:00,0.017920833,0.004866579,#N/A
9/8/2016 18:00,0.017920833,0.004866579,#N/A
9/8/2016 19:00,0.017920833,0.004866579,#N/A
9/8/2016 20:00,0.017920833,0.004866579,#N/A
9/8/2016 21:00,0.017920833,0.004866579,#N/A
9/8/2016 22:00,0.017920833,0.004866579,#N/A
9/8/2016 23:00,0.017920833,0.004866579,#N/A
9/9/2016 0:00,0.166495833,0.004866579,#N/A
9/9/2016 1:00,0.166495833,0.004866579,#N/A
9/9/2016 2:00,0.166495833,0.004866579,#N/A
9/9/2016 3:00,0.166495833,0.004866579,#N/A
9/9/2016 4:00,0.166495833,0.004866579,#N/A
9/9/2016 5:00,0.166495833,0.004866579,#N/A
9/9/2016 6:00,0.166495833,0.004866579,#N/A
9/9/2016 7:00,0.166495833,0.004866579,#N/A
9/9/2016 8:00,0.166495833,0.004866579,#N/A
9/9/2016 9:00,0.166495833,0.004866579,#N/A
9/9/2016 10:00,0.166495833,0.004866579,#N/A
9/9/2016 11:00,0.166495833,0.004866579,#N/A
9/9/2016 12:00,0.166495833,0.004866579,#N/A
9/9/2016 13:00,0.166495833,0.004866579,#N/A
9/9/2016 14:00,0.166495833,0.004866579,#N/A
9/9/2016 15:00,0.166495833,0.004866579,#N/A
9/9/2016 16:00,0.166495833,0.004866579,#N/A
9/9/2016 17:00,0.166495833,0.004866579,#N/A
9/9/2016 18:00,0.166495833,0.004866579,#N/A
9/9/2016 19:00,0.166495833,0.004866579,#N/A
9/9/2016 20:00,0.166495833,0.004866579,#N/A
9/9/2016 21:00,0.166495833,0.004866579,#N/A
9/9/2016 22:00,0.166495833,0.004866579,#N/A
9/9/2016 23:00,0.166495833,0.004866579,#N/A
9/10/2016 0:00,0.428979167,0.004866579,#N/A
9/10/2016 1:00,0.428979167,0.004866579,#N/A
9/10/2016 2:00,0.428979167,0.004866579,#N/A
9/10/2016 3:00,0.428979167,0.004866579,#N/A
9/10/2016 4:00,0.428979167,0.004866579,#N/A
9/10/2016 5:00,0.428979167,0.004866579,#N/A
9/10/2016 6:00,0.428979167,0.004866579,#N/A
9/10/2016 7:00,0.428979167,0.004866579,#N/A
9/10/2016 8:00,0.428979167,0.004866579,#N/A
9/10/2016 9:00,0.428979167,0.004866579,#N/A
9/10/2016 10:00,0.428979167,0.004866579,#N/A
9/10/2016 11:00,0.428979167,0.004866579,#N/A
9/10/2016 12:00,0.428979167,0.004866579,#N/A
9/10/2016 13:00,0.428979167,0.004866579,#N/A
9/10/2016 14:00,0.428979167,0.004866579,#N/A
9/10/2016 15:00,0.428979167,0.004866579,#N/A
9/10/2016 16:00,0.428979167,0.004866579,#N/A
9/10/2016 17:00,0.428979167,0.004866579,#N/A
9/10/2016 18:00,0.428979167,0.004866579,#N/A
9/10/2016 19:00,0.428979167,0.004866579,#N/A
9/10/2016 20:00,0.428979167,0.004866579,#N/A
9/10/2016 21:00,0.428979167,0.004866579,#N/A
9/10/2016 22:00,0.428979167,0.004866579,#N/A
9/10/2016 23:00,0.428979167,0.004866579,#N/A
9/11/2016 0:00,0.000625,0.004866579,#N/A
9/11/2016 1:00,0.000625,0.004866579,#N/A
9/11/2016 2:00,0.000625,0.004866579,#N/A
9/11/2016 3:00,0.000625,0.004866579,#N/A
9/11/2016 4:00,0.000625,0.004866579,#N/A
9/11/2016 5:00,0.000625,0.004866579,#N/A
9/11/2016 6:00,0.000625,0.004866579,#N/A
9/11/2016 7:00,0.000625,0.004866579,#N/A
9/11/2016 8:00,0.000625,0.004866579,#N/A
9/11/2016 9:00,0.000625,0.004866579,#N/A
9/11/2016 10:00,0.000625,0.004866579,#N/A
9/11/2016 11:00,0.000625,0.004866579,#N/A
9/11/2016 12:00,0.000625,0.004866579,#N/A
9/11/2016 13:00,0.000625,0.004866579,#N/A
9/11/2016 14:00,0.000625,0.004866579,#N/A
9/11/2016 15:00,0.000625,0.004866579,#N/A
9/11/2016 16:00,0.000625,0.004866579,#N/A
9/11/2016 17:00,0.000625,0.004866579,#N/A
9/11/2016 18:00,0.000625,0.004866579,#N/A
9/11/2016 19:00,0.000625,0.004866579,#N/A
9/11/2016 20:00,0.000625,0.004866579,#N/A
9/11/2016 21:00,0.000625,0.004866579,#N/A
9/11/2016 22:00,0.000625,0.004866579,#N/A
9/11/2016 23:00,0.000625,0.004866579,#N/A
9/12/2016 0:00,0.0629625,0.004866579,#N/A
9/12/2016 1:00,0.0629625,0.004866579,#N/A
9/12/2016 2:00,0.0629625,0.004866579,#N/A
9/12/2016 3:00,0.0629625,0.004866579,#N/A
9/12/2016 4:00,0.0629625,0.004866579,#N/A
9/12/2016 5:00,0.0629625,0.004866579,#N/A
9/12/2016 6:00,0.0629625,0.004866579,#N/A
9/12/2016 7:00,0.0629625,0.004866579,#N/A
9/12/2016 8:00,0.0629625,0.004866579,#N/A
9/12/2016 9:00,0.0629625,0.004866579,#N/A
9/12/2016 10:00,0.0629625,0.004866579,#N/A
9/12/2016 11:00,0.0629625,0.004866579,#N/A
9/12/2016 12:00,0.0629625,0.004866579,#N/A
9/12/2016 13:00,0.0629625,0.004866579,#N/A
9/12/2016 14:00,0.0629625,0.004866579,#N/A
9/12/2016 15:00,0.0629625,0.004866579,#N/A
9/12/2016 16:00,0.0629625,0.004866579,#N/A
9/12/2016 17:00,0.0629625,0.004866579,#N/A
9/12/2016 18:00,0.0629625,0.004866579,#N/A
9/12/2016 19:00,0.0629625,0.004866579,#N/A
